round,loss,accuracy,f1,recall,precision,auc,num_examples,clipping_norm,dp_noise_stddev,privacy_budget,nsr
0,0.7150131464004517,0.4074705839157104,0.3077112741169944,0.2636202010244856,0.3695131880875422,0.3119320684784286,113726.0,,,,
2,0.7027255892753601,0.464133083820343,0.4146945831732616,0.37980718482812,0.4566394517534582,0.4239378022973962,113726.0,,,,
4,0.7007186412811279,0.4569579660892486,0.4909243780602403,0.5232840122306962,0.4623338715687492,0.4362922084170177,113726.0,,,,
6,0.7054959535598755,0.4046392142772674,0.5738418932527694,0.8053779018409244,0.4457067991161345,0.4143771482432388,113726.0,,,,
8,0.7020556926727295,0.4109966158866882,0.5782996002392269,0.8076598438489133,0.4503956774566814,0.4564558402600528,113726.0,,,,
10,0.7086871862411499,0.3986599445343017,0.5478897821028136,0.7307515959510458,0.4382283889253157,0.4138807241515719,113726.0,,,,
12,0.7299622297286987,0.4913915991783142,0.3576822280460178,0.2832594625017588,0.4851488131100132,0.3917869884373626,113726.0,,,,
14,0.6806508898735046,0.5577352643013,0.5778717761495917,0.607574607768738,0.5509377800537704,0.5820135323414632,113726.0,,,,
16,0.7610278725624084,0.4009285569190979,0.5612159464159207,0.7639570767288539,0.4435147295343961,0.3809787728589272,113726.0,,,,
18,0.8155485987663269,0.4958936274051666,0.5371013322567622,0.5829462799053545,0.4979414626843326,0.5192510862769714,113726.0,,,,
20,2.243602991104126,0.3045829534530639,0.4572412893839259,0.5854760189107014,0.3750872610174072,0.2237845032889321,113726.0,,,,
22,2.4054393768310547,0.4553488194942474,0.577549224882863,0.7455057663526719,0.4713563699514628,0.5057069747016724,113726.0,,,,
24,8.975353240966797,0.592045783996582,0.5233863760106017,0.4464110472451983,0.632438739789965,0.6308981654778543,113726.0,,,,
26,31.69230461120605,0.4580922424793243,0.4735218992132173,0.4876482387303374,0.4601909506019095,0.4434817175204688,113726.0,,,,
28,110.9920654296875,0.4639220535755157,0.5777626949608,0.7322729586910343,0.4770951765472909,0.4598633022181836,113726.0,,,,
30,328.64569091796875,0.3672159314155578,0.4253637191178115,0.4684724298654472,0.3895201743225259,0.3591933054273272,113726.0,,,,
32,554.6097412109375,0.5761479139328003,0.4854559622548862,0.399034833728174,0.6196588183998256,0.5768685821426476,113726.0,,,,
34,4970.66162109375,0.4561226069927215,0.2118930214186511,0.1462055141370094,0.3847577622507057,0.4541908059679364,113726.0,,,,
36,9980.7578125,0.5419341325759888,0.5046121074953879,0.4687632508833922,0.5463981218336834,0.5412378835502056,113726.0,,,,
38,10688.927734375,0.559819221496582,0.5465004620151106,0.5305716798592788,0.5634152719665272,0.5623475787380011,113726.0,,,,
40,79549.09375,0.4649948179721832,0.4189284691051476,0.3858251095044593,0.4582454087708668,0.4648916955868621,113726.0,,,,
42,357107.9375,0.4515941739082336,0.2927996371470688,0.2278237546540558,0.4096259399092611,0.4507774796848918,113726.0,,,,
44,539730.1875,0.612551212310791,0.5103839102172343,0.404551780020786,0.6912056822969963,0.6121870353228225,113726.0,,,,
46,734897.9375,0.6969910264015198,0.7038043011122381,0.7226115043154421,0.6859512440311636,0.6970786343092273,113726.0,,,,
48,5240317.0,0.4382726848125458,0.5553088258838762,0.7020381582652774,0.4593106942573208,0.4384966932440274,113726.0,,,,
50,18944306.0,0.3623006045818329,0.4141591204672315,0.4519569816643159,0.3821955183158648,0.3625207140804271,113726.0,,,,
