round,loss,accuracy,f1,recall,precision,auc,num_examples,clipping_norm,dp_noise_stddev,privacy_budget,nsr
0,0.6896708607673645,0.6021050810813904,0.3463010848995276,0.2106613705467775,0.9724160311536588,0.6675457776149614,113726.0,,,,
2,0.6794130206108093,0.6721593737602234,0.5176714100905563,0.3532860119362926,0.968160263234298,0.7500906558682409,113726.0,,,,
4,0.6800402402877808,0.6725814938545227,0.5238850245499181,0.3595738332192442,0.9647280433246996,0.748797142673478,113726.0,,,,
6,0.6812400817871094,0.6716669797897339,0.5237852314755772,0.3622523682678568,0.9453114210744372,0.7375550157185501,113726.0,,,,
8,0.6814139485359192,0.6789564490318298,0.5413479052823316,0.3810862913637891,0.9342265001734305,0.7364655867989934,113726.0,,,,
10,0.6842247843742371,0.648488461971283,0.4813161718912186,0.3247142031827174,0.9296777103904568,0.7043644056275339,113726.0,,,,
12,0.6824633479118347,0.6659603118896484,0.5481211861685044,0.4059339652559992,0.8436161253707297,0.7015035203253864,113726.0,,,,
14,0.6816291809082031,0.659224808216095,0.5591865054540077,0.4309658642635482,0.7960168393782383,0.6962582555490648,113726.0,,,,
16,0.6783921122550964,0.6582136154174805,0.5990386004002394,0.5118189349738238,0.7220909701325507,0.7118010789098068,113726.0,,,,
18,0.6885914206504822,0.6321685314178467,0.4633345307127829,0.3169070934681127,0.8612992463989316,0.6566872093941696,113726.0,,,,
20,0.6893985271453857,0.571601927280426,0.2834240329460215,0.1694423438791481,0.8659117462029298,0.6272975317338401,113726.0,,,,
22,0.6829679608345032,0.5120904445648193,0.5550423402617398,0.6084174255476249,0.510276901300463,0.5502016230648041,113726.0,,,,
24,0.7136821150779724,0.4649332463741302,0.6071417042732724,0.8256685806598887,0.4800804541370579,0.535776809424419,113726.0,,,,
26,0.9533719420433044,0.3862353265285492,0.4873491630984819,0.5848714016253284,0.4177011204834445,0.4201392083589245,113726.0,,,,
28,1.1940373182296753,0.5163639187812805,0.0776428763080225,0.0406618305727785,0.8577250833642089,0.5141785176815292,113726.0,,,,
30,5.48365592956543,0.4977841377258301,0.060654901896288,0.0323753006654142,0.4794591783671347,0.2998638657455944,113726.0,,,,
32,11.124292373657228,0.5305910706520081,0.1437187219299371,0.0791100123609394,0.784039201960098,0.3318438836162092,113726.0,,,,
34,14.81065273284912,0.4736823737621307,0.188459243993709,0.122566309255079,0.4075768238329815,0.463376603045492,113726.0,,,,
36,28.53229713439941,0.6598139405250549,0.5390664093216099,0.3970410151108303,0.8392877017250974,0.749563621022348,113726.0,,,,
38,196.74127197265625,0.4879095256328583,0.4353828553700579,0.3942826037331647,0.4860488776327467,0.4838205505903348,113726.0,,,,
40,240.9018402099609,0.5032094717025757,0.5687965563560874,0.653828607523863,0.5033363950724011,0.4969977888132937,113726.0,,,,
42,1640.151123046875,0.4676766991615295,0.5150400935650028,0.5650332196716701,0.4731744653291924,0.4663690015286844,113726.0,,,,
44,4153.28369140625,0.5773614048957825,0.5304272218368683,0.4788337390200021,0.5944815504215483,0.5779322814665574,113726.0,,,,
46,12561.046875,0.4999912083148956,0.5877926785067054,0.7128188898851908,0.5000801746574075,0.5000982147101265,113726.0,,,,
48,25500.044921875,0.549214780330658,0.5917401968591725,0.6548168775776375,0.5397477990527937,0.5493960833265955,113726.0,,,,
50,133513.5,0.5064892768859863,0.5954867492630471,0.7283321579689703,0.503626854572275,0.5070371070669472,113726.0,,,,
