Noise Scale,Noisy Accuracy,Recall,Precision,F1
0.1,0.9610731055343544,0.9450609359337356,0.9763271683441735,0.960439658639024
10.0,0.5171464748606299,0.5198283593901131,0.5170549958018472,0.5184379686225675
