round,loss,accuracy,f1,recall,precision,auc,num_examples,clipping_norm,dp_noise_stddev,privacy_budget,nsr
1,0.796013355255127,0.4721875488758087,0.4773348658203159,0.4825959117559026,0.4721872900480628,0.468255279931864,113726.0,,,,
3,5.284910678863525,0.3247630298137665,0.3134130858501868,0.3088948026999876,0.3180655112966155,0.2688833324946614,113726.0,,,,
5,8.6604642868042,0.4216362237930298,0.3522065847917507,0.3133773813070681,0.4020189756733666,0.3564816467076617,113726.0,,,,
