round,loss,accuracy,f1,recall,precision,auc,num_examples,clipping_norm,dp_noise_stddev,privacy_budget,nsr
1,,,,,,,,0.0919159140320045,0.1061353554183765,1.1547005383792517,1.1547005383792517
2,,,,,,,,0.0856324023661683,0.0988797811149232,1.632993161855452,1.1547005383792517
3,,,,,,,,0.0858265526525476,0.0991039665551319,2.0,1.1547005383792517
4,,,,,,,,0.0926483668495294,0.10698111908111,2.309401076758503,1.1547005383792517
5,,,,,,,,0.0971853764993897,0.1122200065664355,2.581988897471611,1.1547005383792517
