,FDFCAC_privacy_budget,FDFCAC_clipping_norm,FDFCAC_dp_noise_stddev,FDFCFC_privacy_budget,FDFCFC_clipping_norm,FDFCFC_dp_noise_stddev,FDFSAC_privacy_budget,FDFSAC_clipping_norm,FDFSAC_dp_noise_stddev,FDFSFC_privacy_budget,FDFSFC_clipping_norm,FDFSFC_dp_noise_stddev
0,0.0303433042454504,0.09666402006223,0.0029331057703365,0.03,0.1,0.003,0.0303433042454504,0.097240402989892,0.0029505951328725,0.03,0.5,0.015
1,0.0429119123911291,0.1162019654513185,0.0035259515916086,0.0424264068711928,0.1,0.003,0.0429119123911291,0.0943728609502816,0.0028635844323279,0.0424264068711928,0.5,0.015
2,0.0525561446226405,0.13949959115747,0.004232878536607,0.0519615242270663,0.1,0.003,0.0525561446226405,0.1003851084705507,0.0030460158880344,0.0519615242270663,0.5,0.015
3,0.0606866084909008,0.1669831887140322,0.0050668216990253,0.06,0.1,0.003,0.0606866084909008,0.1226281051964389,0.0037209419050186,0.06,0.5,0.015
4,0.0678496909547851,0.2008891103950205,0.0060956393963139,0.0670820393249937,0.1,0.003,0.0678496909547851,0.1457875666330992,0.004423676489552,0.0670820393249937,0.5,0.015
5,0.07432561251138,0.2370443569280741,0.0071927090419356,0.0734846922834953,0.1,0.003,0.07432561251138,0.1723902717374064,0.0052308904642839,0.0734846922834953,0.5,0.015
6,0.0802808369894322,0.2834309388907546,0.0086002312113358,0.0793725393319377,0.1,0.003,0.0802808369894322,0.2067993802861617,0.0062749765137936,0.0793725393319377,0.5,0.015
7,0.0858238247822582,0.3420970823852421,0.0103803558522963,0.0848528137423857,0.1,0.003,0.0858238247822582,0.2501429387358735,0.0075901632949136,0.0848528137423857,0.5,0.015
8,0.0910299127363512,0.4094885163612708,0.0124252346369681,0.09,0.1,0.003,0.0910299127363512,0.3003803948894148,0.009114533711498,0.09,0.5,0.015
9,0.0959539531510802,0.4962386072008401,0.0150575190366336,0.0948683298050513,0.1,0.003,0.0959539531510802,0.364121040695269,0.0110486355199865,0.0948683298050513,0.5,0.015
10,0.1006373550817571,0.602530801413621,0.0182827754245485,0.0994987437106619,0.1,0.003,0.1006373550817571,0.4394360899133948,0.0133339429726732,0.0994987437106619,0.5,0.015
11,0.105112289245281,0.7091298653708048,0.0215173432544816,0.1039230484541326,0.1,0.003,0.105112289245281,0.525152236938508,0.015934854100604,0.1039230484541326,0.5,0.015
12,0.1094043393239756,0.8496863748148535,0.0257822921842209,0.1081665382639196,0.1,0.003,0.1094043393239756,0.6310010491625383,0.0191466568139373,0.1081665382639196,0.5,0.015
13,0.1135342484691186,1.0164698063147015,0.030843052589321,0.1122497216032182,0.1,0.003,0.1135342484691186,0.7502554475452903,0.0227652293066733,0.1122497216032182,0.5,0.015
14,0.1175191120115342,1.2273351370238772,0.037241403473847,0.1161895003862225,0.1,0.003,0.1175191120115342,0.9058694714601344,0.0274870729791802,0.1161895003862225,0.5,0.015
15,0.1213732169818016,1.458229911552806,0.044247513866063,0.12,0.1,0.003,0.1213732169818016,1.0884423440173696,0.0330269371981502,0.12,0.5,0.015
16,0.1251086484342448,1.7266267251033,0.0523915600381351,0.1236931687685298,0.1,0.003,0.1251086484342448,1.3014927035188315,0.0394915890761057,0.1236931687685298,0.5,0.015
17,0.1287357371733872,2.077802860922491,0.0630474043710384,0.1272792206135785,0.1,0.003,0.1287357371733872,1.5537530277446192,0.0471460008431447,0.1272792206135785,0.5,0.015
18,0.132263396819027,2.5060379585784966,0.0760414722277948,0.1307669683062202,0.1,0.003,0.132263396819027,1.8842938558391888,0.0571757017555613,0.1307669683062202,0.5,0.015
19,0.1356993819095702,2.987002715831147,0.0906355321884511,0.1341640786499874,0.1,0.003,0.1356993819095702,2.251294072040591,0.0683117009739066,0.1341640786499874,0.5,0.015
