,FDFCAC_privacy_budget,FDFCAC_clipping_norm,FDFCAC_dp_noise_stddev,FDFCFC_privacy_budget,FDFCFC_clipping_norm,FDFCFC_dp_noise_stddev,FDFSAC_privacy_budget,FDFSAC_clipping_norm,FDFSAC_dp_noise_stddev,FDFSFC_privacy_budget,FDFSFC_clipping_norm,FDFSFC_dp_noise_stddev
0,0.0,0.0974597303429262,0.0,0.0,0.1,0.0,0.0,0.0962474266547036,0.0,0.0,0.5,0.0
1,0.0,0.1170821473802541,0.0,0.0,0.1,0.0,0.0,0.0944472690009351,0.0,0.0,0.5,0.0
2,0.0,0.1423228877310079,0.0,0.0,0.1,0.0,0.0,0.1030475240026493,0.0,0.0,0.5,0.0
3,0.0,0.1694692685022847,0.0,0.0,0.1,0.0,0.0,0.1215339064805438,0.0,0.0,0.5,0.0
4,0.0,0.2002797577209553,0.0,0.0,0.1,0.0,0.0,0.148356503339172,0.0,0.0,0.5,0.0
5,0.0,0.2380529944754028,0.0,0.0,0.1,0.0,0.0,0.1785917052817728,0.0,0.0,0.5,0.0
6,0.0,0.2830007227016317,0.0,0.0,0.1,0.0,0.0,0.2110868888049549,0.0,0.0,0.5,0.0
7,0.0,0.3383448747585204,0.0,0.0,0.1,0.0,0.0,0.2554037826521057,0.0,0.0,0.5,0.0
8,0.0,0.4055866187492675,0.0,0.0,0.1,0.0,0.0,0.3068730849158894,0.0,0.0,0.5,0.0
9,0.0,0.48141316360774,0.0,0.0,0.1,0.0,0.0,0.3694199144681818,0.0,0.0,0.5,0.0
10,0.0,0.581993493324047,0.0,0.0,0.1,0.0,0.0,0.4427875944699711,0.0,0.0,0.5,0.0
11,0.0,0.6878137914696827,0.0,0.0,0.1,0.0,0.0,0.5383437937797183,0.0,0.0,0.5,0.0
12,0.0,0.8173855332182683,0.0,0.0,0.1,0.0,0.0,0.6427153477501096,0.0,0.0,0.5,0.0
13,0.0,0.9929277153051892,0.0,0.0,0.1,0.0,0.0,0.7618974056329526,0.0,0.0,0.5,0.0
14,0.0,1.1989226628243164,0.0,0.0,0.1,0.0,0.0,0.9073860919152168,0.0,0.0,0.5,0.0
15,0.0,1.4567306307635792,0.0,0.0,0.1,0.0,0.0,1.0886742018360351,0.0,0.0,0.5,0.0
16,0.0,1.727953221017675,0.0,0.0,0.1,0.0,0.0,1.3000586101723268,0.0,0.0,0.5,0.0
17,0.0,2.064959075074324,0.0,0.0,0.1,0.0,0.0,1.531849128673238,0.0,0.0,0.5,0.0
18,0.0,2.4624930281089,0.0,0.0,0.1,0.0,0.0,1.8016667166228324,0.0,0.0,0.5,0.0
19,0.0,2.9313191460018846,0.0,0.0,0.1,0.0,0.0,2.1780362513475726,0.0,0.0,0.5,0.0
20,0.0,3.460977546500484,0.0,0.0,0.1,0.0,0.0,2.6027962709243013,0.0,0.0,0.5,0.0
21,0.0,4.101343828539014,0.0,0.0,0.1,0.0,0.0,3.10947998561742,0.0,0.0,0.5,0.0
22,0.0,4.949426831065083,0.0,0.0,0.1,0.0,0.0,3.775281199907564,0.0,0.0,0.5,0.0
23,0.0,5.878400058862903,0.0,0.0,0.1,0.0,0.0,4.515094819410949,0.0,0.0,0.5,0.0
24,0.0,7.038974174961635,0.0,0.0,0.1,0.0,0.0,5.441381633499859,0.0,0.0,0.5,0.0
25,0.0,8.479904758206887,0.0,0.0,0.1,0.0,0.0,6.416386618528229,0.0,0.0,0.5,0.0
26,0.0,10.197299484959682,0.0,0.0,0.1,0.0,0.0,7.619478854143148,0.0,0.0,0.5,0.0
27,0.0,12.187499258280566,0.0,0.0,0.1,0.0,0.0,9.00584214611244,0.0,0.0,0.5,0.0
28,0.0,14.6387542632542,0.0,0.0,0.1,0.0,0.0,10.861062156412666,0.0,0.0,0.5,0.0
29,0.0,17.191995102818005,0.0,0.0,0.1,0.0,0.0,13.094883620601754,0.0,0.0,0.5,0.0
30,0.0,20.569315900066243,0.0,0.0,0.1,0.0,0.0,15.638638746915255,0.0,0.0,0.5,0.0
31,0.0,24.5564069544898,0.0,0.0,0.1,0.0,0.0,18.733537126856582,0.0,0.0,0.5,0.0
32,0.0,29.324221706249656,0.0,0.0,0.1,0.0,0.0,22.45841626185771,0.0,0.0,0.5,0.0
33,0.0,35.2736167266549,0.0,0.0,0.1,0.0,0.0,26.96711554849765,0.0,0.0,0.5,0.0
34,0.0,41.69572698581101,0.0,0.0,0.1,0.0,0.0,31.8124510064571,0.0,0.0,0.5,0.0
35,0.0,49.36390447542643,0.0,0.0,0.1,0.0,0.0,38.75677369020263,0.0,0.0,0.5,0.0
