,FDFCAC_privacy_budget,FDFCAC_clipping_norm,FDFCAC_dp_noise_stddev,FDFCFC_privacy_budget,FDFCFC_clipping_norm,FDFCFC_dp_noise_stddev,FDFSAC_privacy_budget,FDFSAC_clipping_norm,FDFSAC_dp_noise_stddev,FDFSFC_privacy_budget,FDFSFC_clipping_norm,FDFSFC_dp_noise_stddev
36,0.0,58.92439317798356,0.0,0.0,0.1,0.0,0.0,47.18295035800799,0.0,0.0,0.5,0.0
37,0.0,70.39626155178684,0.0,0.0,0.1,0.0,0.0,57.02066652894992,0.0,0.0,0.5,0.0
38,0.0,85.10482746989268,0.0,0.0,0.1,0.0,0.0,68.19886044412598,0.0,0.0,0.5,0.0
39,0.0,101.64327274196395,0.0,0.0,0.1,0.0,0.0,81.90552712447575,0.0,0.0,0.5,0.0
40,0.0,119.20651810009387,0.0,0.0,0.1,0.0,0.0,97.96368382778138,0.0,0.0,0.5,0.0
41,0.0,144.41391597516915,0.0,0.0,0.1,0.0,0.0,116.46543461959531,0.0,0.0,0.5,0.0
42,0.0,173.0859783825073,0.0,0.0,0.1,0.0,0.0,137.3806869513189,0.0,0.0,0.5,0.0
43,0.0,208.97523858085543,0.0,0.0,0.1,0.0,0.0,163.13738802484508,0.0,0.0,0.5,0.0
44,0.0,249.3708954646953,0.0,0.0,0.1,0.0,0.0,196.9699966228256,0.0,0.0,0.5,0.0
45,0.0,304.43776467913807,0.0,0.0,0.1,0.0,0.0,234.63507648311605,0.0,0.0,0.5,0.0
46,0.0,359.8423705044628,0.0,0.0,0.1,0.0,0.0,281.84911173070145,0.0,0.0,0.5,0.0
47,0.0,434.8375009139428,0.0,0.0,0.1,0.0,0.0,338.01110008376355,0.0,0.0,0.5,0.0
48,0.0,515.662966874533,0.0,0.0,0.1,0.0,0.0,405.6471062846499,0.0,0.0,0.5,0.0
49,0.0,615.1541582013418,0.0,0.0,0.1,0.0,0.0,485.96945829443126,0.0,0.0,0.5,0.0
