,FDFCAC_accuracy,FDFCAC_recall,FDFCAC_f1,FDFCAC_precision,FDFCFC_accuracy,FDFCFC_recall,FDFCFC_f1,FDFCFC_precision,FDFSAC_accuracy,FDFSAC_recall,FDFSAC_f1,FDFSAC_precision,FDFSFC_accuracy,FDFSFC_recall,FDFSFC_f1,FDFSFC_precision
0,0.4135202169418335,0.2150222206608231,0.2685018644439569,0.3573910250795597,0.3388055562973022,0.5719919021212921,0.4635787100778291,0.3897138196560079,0.6021050810813904,0.2106613705467775,0.3463010848995276,0.9724160311536588,0.52506023645401,0.8732769727669037,0.646906930071713,0.5137366060304012
1,0.4482264518737793,0.2815716774295719,0.3377552635744815,0.4219491614808564,0.5425496101379395,0.908156247244511,0.6644002631952418,0.5238066176395797,0.6717109680175781,0.3581445144532004,0.5222465353756381,0.9639111950873878,0.548625648021698,0.9173873303803698,0.6703442784024867,0.5281254743232988
2,0.452192097902298,0.2782216903094089,0.3366412538864516,0.4261146153431452,0.5361483097076416,0.8829405557509673,0.6555758683729433,0.5213291796469367,0.6721593737602234,0.3532860119362926,0.5176714100905563,0.968160263234298,0.5491883754730225,0.9178477736500168,0.6703615356424121,0.5279944092207345
3,0.4590418934822082,0.2698117184206828,0.3330695430646647,0.4350732107961143,0.5264143347740173,0.9029903007808396,0.6569774477272582,0.5163121277341208,0.6677101254463196,0.3442458041402679,0.5079555219916149,0.9685684492775212,0.5506920218467712,0.9197443931979016,0.6715897989613863,0.5288907335047477
4,0.4591122567653656,0.2636078004598831,0.3280865984336256,0.4343224015269825,0.5120640993118286,0.914300810144417,0.6516987929876537,0.5062854133549186,0.6725814938545227,0.3595738332192442,0.5238850245499181,0.9647280433246996,0.549074113368988,0.9168117624298704,0.6702970297029704,0.5282577193178019
5,0.4554895162582397,0.2560483870967742,0.3205135238931255,0.4283619299017451,0.5123982429504395,0.9297147692416176,0.6554237530370159,0.5061081521999904,0.6765295267105103,0.3676046112163765,0.5302087989272716,0.950764862141614,0.5495137572288513,0.9155164249258992,0.6708132003701038,0.5293312376413325
6,0.4555862247943878,0.2517478832168078,0.3164414414414414,0.4258841010401188,0.5028753280639648,0.9461176635776468,0.655998247620902,0.5020489513094661,0.6716669797897339,0.3622523682678568,0.5237852314755772,0.9453114210744372,0.5512019991874695,0.9180235526061012,0.671438871150479,0.5292738620794641
7,0.4533088207244873,0.2460406643958282,0.3107129790795906,0.4215069935328621,0.5047306418418884,0.9594946051382982,0.6597231871537574,0.5026744368031965,0.6730738878250122,0.3702486274784068,0.5325152140019113,0.9479810188915748,0.5473594665527344,0.9196114790286976,0.6692198453956035,0.5260005252631367
8,0.446819543838501,0.2437767937476845,0.3052116580339492,0.4080439404677534,0.4913300275802612,0.9430323967990976,0.6490873687467016,0.4948436445028163,0.6789564490318298,0.3810862913637891,0.5413479052823316,0.9342265001734305,0.5498742461204529,0.9174896576005632,0.6706428098078198,0.5284622092433737
9,0.4446300864219665,0.2685212917775154,0.3255163281433544,0.4132256052924111,0.4950319230556488,0.9515306569470972,0.6541107028850208,0.4983434743903894,0.6624342799186707,0.3499209555594589,0.5092800899887513,0.9351704065345976,0.5517735481262207,0.9170311045541564,0.6719776578014298,0.5302750243743907
10,0.4505653977394104,0.2474740387314061,0.3110880806165312,0.4187219897308046,0.4958057105541229,0.952127472062608,0.6532749613003096,0.497211023361131,0.648488461971283,0.3247142031827174,0.4813161718912186,0.9296777103904568,0.5513339042663574,0.916966053872172,0.6722253984364461,0.5306054152722848
11,0.4448411166667938,0.2327701278628635,0.2956872894402177,0.4052161682871644,0.4930182993412018,0.9532094950488096,0.6531680291628318,0.4967927307998499,0.6486643552780151,0.3637212087060646,0.5083306671916914,0.8438189394558379,0.5504106283187866,0.9148454765496192,0.6710797179764294,0.529888046813093
12,0.4479010999202728,0.2173935927576406,0.2829964599748772,0.4053055083082559,0.4956650137901306,0.953962570334962,0.6534841289979579,0.4969539369101985,0.6659603118896484,0.4059339652559992,0.5481211861685044,0.8436161253707297,0.5496808290481567,0.9166666666666666,0.6696127321639388,0.5274562214791703
13,0.4691451489925384,0.1597353167120609,0.232591839328842,0.4276432644666729,0.499481201171875,0.9439804905435278,0.6540369046750784,0.5003533766064686,0.6443029642105103,0.5733490524537664,0.6170043552357508,0.6678554592223657,0.5515713095664978,0.9180365377169208,0.6716585114602112,0.5295425473594445
14,0.4484111070632934,0.1925425399004029,0.2586333230907415,0.3938096095015296,0.5042646527290344,0.9368643623527768,0.6553996234810885,0.5039857865348099,0.659224808216095,0.4309658642635482,0.5591865054540077,0.7960168393782383,0.5499445796012878,0.9158381869050344,0.6703804120325351,0.5286851942142045
15,0.4475757479667663,0.1879419557473987,0.254276116656973,0.3929776929850308,0.5027170777320862,0.9385716546787892,0.6536676179161512,0.50145164472757,0.6442677974700928,0.4352402505131308,0.5508681557795638,0.7501587397575061,0.548695981502533,0.915016501650165,0.6700863271432336,0.5285933047349579
16,0.4463711082935333,0.2634243035644756,0.321018009274237,0.4108424423098156,0.4970455169677734,0.935260543282951,0.6499042116280351,0.4979693288936829,0.6582136154174805,0.5118189349738238,0.5990386004002394,0.7220909701325507,0.5509997606277466,0.917528479185259,0.6725282336418031,0.5307944606413995
17,0.4508907496929168,0.2607752921889048,0.321468153073864,0.4189820715438865,0.4981358647346496,0.9328549371885746,0.6507315819426851,0.4996288187037785,0.6309551000595093,0.2947198370471826,0.4443856072440361,0.9028995642584324,0.5489070415496826,0.91617419445617,0.6700497166856401,0.5281622306717364
18,0.4529659152030945,0.2633720318473571,0.3256005550255832,0.4263328223471299,0.5008353590965271,0.9365121087863176,0.6531218302027448,0.5013979059556423,0.6321685314178467,0.3169070934681127,0.4633345307127829,0.8612992463989316,0.5487751364707947,0.9162933436805532,0.6693982734183739,0.527313696433284
19,0.5072543025016785,0.1820971867007672,0.2692538403359153,0.5164323945775599,0.5039480924606323,0.9397281444276632,0.6548209062985669,0.5024790594598655,0.6184953451156616,0.2835171058919311,0.4247663241630759,0.8464912280701754,0.5494697690010071,0.9168410869756398,0.6704825359667118,0.5284784460034876
20,0.5036579370498657,0.1778958256631427,0.264447948293611,0.5150238554461476,0.4983205199241638,0.9183917547531526,0.6466982066778956,0.4990585964006843,0.571601927280426,0.1694423438791481,0.2834240329460215,0.8659117462029298,0.5495313405990601,0.9164168048255672,0.6697991595122077,0.5277704418486542
21,0.4618293046951294,0.2318451911447652,0.3017864883980926,0.432156042735322,0.5045812129974365,0.9194330277163032,0.6501279217069474,0.502843365161092,0.5753917098045349,0.3365340649291266,0.442139069557884,0.6443314589716825,0.5496280789375305,0.9176586776713754,0.6701655644065504,0.5278138440314858
22,0.4568436443805694,0.3565475349625653,0.3953208359845334,0.4435560046569866,0.5118266940116882,0.9311636248549424,0.656099011372928,0.506484191197567,0.5120904445648193,0.6084174255476249,0.5550423402617398,0.510276901300463,0.5529166460037231,0.9180509413067552,0.6725993084308333,0.5307082613555533
23,0.508195161819458,0.4081377976975129,0.453654772254403,0.5105985311579225,0.5187907814979553,0.9399000087711604,0.6619431197647698,0.5108649014578704,0.4930710792541504,0.8541761353704157,0.6289653041916861,0.4977335927393478,0.5520109534263611,0.9188918733870542,0.6726338109618968,0.5304705631961406
24,0.3947382271289825,0.5408482378158052,0.4721399978527937,0.4189211256872244,0.514772355556488,0.944974526864966,0.6617341465657277,0.5091306972532448,0.4649332463741302,0.8256685806598887,0.6071417042732724,0.4800804541370579,0.5510525107383728,0.9160571107047404,0.6711367896272536,0.5295534706904789
25,0.381882756948471,0.6896801555045061,0.5261604001240276,0.4253192973279281,0.5091887712478638,0.9417965330064788,0.6583756655854092,0.5060782837786978,0.6265849471092224,0.7074357437506611,0.6539718236410897,0.6080210905895366,0.5499885678291321,0.915638294132124,0.670567485452392,0.5289846241342189
26,0.4401895701885223,0.6378672585077151,0.5321880212504868,0.456548872275243,0.5096635818481445,0.954982624872758,0.6611944832614375,0.5056406348734341,0.3862353265285492,0.5848714016253284,0.4873491630984819,0.4177011204834445,0.5489773750305176,0.9158557224455256,0.6694932182093495,0.5275766469315839
27,0.4567556977272033,0.726532195500388,0.5715395338192562,0.4710495330201081,0.5083358287811279,0.9572479583215996,0.6604812707588242,0.5041762072066226,0.5594235062599182,0.2511328907155654,0.3633498939022375,0.656865897918868,0.5487751364707947,0.9168121000581734,0.6696366492416244,0.5274377567060494
28,0.3399662375450134,0.4697561916113087,0.4166012513115455,0.3742529185052784,0.5116156339645386,0.952002098268928,0.6622190327916707,0.5076835568154268,0.5163639187812805,0.0406618305727785,0.0776428763080225,0.8577250833642089,0.549214780330658,0.9167785234899328,0.6694264969500007,0.5271881538055291
29,0.4564567506313324,0.2102598479369167,0.2783089909285139,0.4114824276738245,0.4985227584838867,0.9427360796103872,0.6528236876868101,0.4992830139486377,0.50820392370224,0.0205286839145106,0.0400919918992208,0.8525547445255475,0.5491620302200317,0.9145623561249056,0.6699836510858511,0.5286171347316033
30,0.3386209011077881,0.1160703307512603,0.1494481635607019,0.2097711183771943,0.5001319050788879,0.9472279659968542,0.6534546030894527,0.4987669715891642,0.4977841377258301,0.0323753006654142,0.060654901896288,0.4794591783671347,0.5500061511993408,0.9176458190631752,0.6712575158024564,0.5291740517546969
