,FDFCAC_privacy_budget,FDFCAC_clipping_norm,FDFCAC_dp_noise_stddev,FDFCFC_privacy_budget,FDFCFC_clipping_norm,FDFCFC_dp_noise_stddev,FDFSAC_privacy_budget,FDFSAC_clipping_norm,FDFSAC_dp_noise_stddev,FDFSFC_privacy_budget,FDFSFC_clipping_norm,FDFSFC_dp_noise_stddev
25,0.051054052637639,8.676204725252934,0.0868707035847148,0.0509901951359278,0.1,0.001,0.051054052637639,6.108826745310164,0.0611647712619813,0.0509901951359278,0.5,0.005
26,0.0520265981714472,10.527193953684934,0.1054037767075287,0.0519615242270663,0.1,0.001,0.0520265981714472,7.376145569614553,0.0738538307551305,0.0519615242270663,0.5,0.005
27,0.0529812942826017,12.634288598564076,0.126501111327523,0.0529150262212918,0.1,0.001,0.0529812942826017,8.821483773535812,0.0883253134677341,0.0529150262212918,0.5,0.005
28,0.0539190891097583,15.146840048552672,0.1516580917314105,0.053851648071345,0.1,0.001,0.0539190891097583,10.588298109283318,0.1060155835005764,0.053851648071345,0.5,0.005
29,0.0548408497107081,18.11784089527347,0.1814053074874213,0.0547722557505166,0.1,0.001,0.0548408497107081,12.76407073443982,0.1278005580110986,0.0547722557505166,0.5,0.005
30,0.0557473714497723,21.625684623518108,0.2165276752032151,0.0556776436283002,0.1,0.001,0.0557473714497723,15.19595326845867,0.1521498389992138,0.0556776436283002,0.5,0.005
31,0.0566393860323831,26.148363147952832,0.2618111001507138,0.0565685424949238,0.1,0.001,0.0566393860323831,17.9171567650549,0.1793959529202531,0.0565685424949238,0.5,0.005
32,0.0575175684177602,31.269339527471445,0.3130849964241237,0.0574456264653802,0.1,0.001,0.0575175684177602,21.57258249442564,0.215995988888497,0.0574456264653802,0.5,0.005
33,0.0583825427954122,37.149310806332174,0.371958346953281,0.058309518948453,0.1,0.001,0.0583825427954122,26.18753877539908,0.2622033470406151,0.058309518948453,0.5,0.005
34,0.0592348877759092,45.34959357437212,0.4540638707636907,0.0591607978309961,0.1,0.001,0.0592348877759092,31.380420302929764,0.3141971952972915,0.0591607978309961,0.5,0.005
35,0.060075140918611,53.82610124490645,0.5389351028978635,0.06,0.1,0.001,0.060075140918611,36.82982677741154,0.3687595056101722,0.06,0.5,0.005
36,0.0609038026970187,64.11902152743781,0.6419932089707138,0.0608276253029822,0.1,0.001,0.0609038026970187,44.09639276681051,0.4415161682447605,0.0608276253029822,0.5,0.005
37,0.0617213399848367,77.35433707040752,0.7745121166950787,0.0616441400296897,0.1,0.001,0.0617213399848367,53.51101239082603,0.5357802683460694,0.0616441400296897,0.5,0.005
38,0.0625281891317046,93.07037852279836,0.9318693508509308,0.0624499799839839,0.1,0.001,0.0625281891317046,63.391341700519725,0.6347072976130914,0.0624499799839839,0.5,0.005
39,0.0633247586861303,109.93122785602532,1.1006890008011103,0.0632455532033676,0.1,0.001,0.0633247586861303,75.29402843304396,0.7538832280741707,0.0632455532033676,0.5,0.005
40,0.0641114318138587,132.64004566368234,1.3280615724494538,0.0640312423743284,0.1,0.001,0.0641114318138587,91.57192167216982,0.9168660164406028,0.0640312423743284,0.5,0.005
41,0.064888568452305,161.36945590163896,1.6157154672084255,0.0648074069840786,0.1,0.001,0.064888568452305,109.13797718206592,1.0927465597974615,0.0648074069840786,0.5,0.005
42,0.0656565072354286,191.9424779171992,1.9218285681905225,0.06557438524302,0.1,0.001,0.0656565072354286,133.09279334426523,1.3325947192347192,0.06557438524302,0.5,0.005
43,0.0664155672182531,232.7103683443055,2.33001802858434,0.066332495807108,0.1,0.001,0.0664155672182531,160.29214366197408,1.604928853106557,0.066332495807108,0.5,0.005
44,0.0671660494259467,278.8230264133168,2.7917221005222705,0.0670820393249937,0.1,0.001,0.0671660494259467,195.00248163947325,1.9524669273283703,0.0670820393249937,0.5,0.005
45,0.0679082382487952,338.11755199876177,3.385409930563569,0.0678232998312526,0.1,0.001,0.0679082382487952,236.05785850792648,2.363534852468206,0.0678232998312526,0.5,0.005
46,0.0686424027014028,409.5503834638722,4.100632833310554,0.0685565460040104,0.1,0.001,0.0686424027014028,282.4801534564206,2.8283391709342247,0.0685565460040104,0.5,0.005
47,0.0693687975619296,493.9384097098075,4.9455699280718886,0.069282032302755,0.1,0.001,0.0693687975619296,340.1834424377895,3.4060947071047365,0.069282032302755,0.5,0.005
48,0.0700876644050462,590.8203824670167,5.915602955715618,0.07,0.1,0.001,0.0700876644050462,407.4128525549504,4.079230754881993,0.07,0.5,0.005
49,0.0707992325404788,698.7546241778965,6.996297085836375,0.0707106781186547,0.1,0.001,0.0707992325404788,485.5420650527034,4.86150132999243,0.0707106781186547,0.5,0.005
