,FDFCAC_privacy_budget,FDFCAC_clipping_norm,FDFCAC_dp_noise_stddev,FDFCFC_privacy_budget,FDFCFC_clipping_norm,FDFCFC_dp_noise_stddev,FDFSAC_privacy_budget,FDFSAC_clipping_norm,FDFSAC_dp_noise_stddev,FDFSFC_privacy_budget,FDFSFC_clipping_norm,FDFSFC_dp_noise_stddev
0,0.1154700538379251,0.0980367485104486,0.0113203086285966,0.1,0.1,0.01,0.1154700538379251,0.0973415800044457,0.011240037483782,0.1,0.5,0.05
1,0.1632993161855452,0.1173615112823668,0.0135517400262751,0.1414213562373095,0.1,0.01,0.1632993161855452,0.0961736634713396,0.011105178098826,0.1414213562373095,0.5,0.05
2,0.2,0.1401382301119453,0.0161817689757778,0.1732050807568877,0.1,0.01,0.2,0.1043090098212525,0.0120445669798406,0.1732050807568877,0.5,0.05
3,0.2309401076758503,0.1675423589643397,0.0193461252097452,0.2,0.1,0.01,0.2309401076758503,0.1256013120941391,0.0145031902696242,0.2,0.5,0.05
4,0.2581988897471611,0.2024046209120891,0.0233716724737637,0.223606797749979,0.1,0.01,0.2581988897471611,0.1500138937609049,0.0173221123890084,0.223606797749979,0.5,0.05
5,0.282842712474619,0.2433618081028047,0.0281010010837256,0.2449489742783178,0.1,0.01,0.282842712474619,0.1815080946869733,0.020958749465524,0.2449489742783178,0.5,0.05
6,0.3055050463303894,0.2893226346076752,0.0334081001946786,0.2645751311064591,0.1,0.01,0.3055050463303894,0.2204488409586733,0.0254552395340062,0.2645751311064591,0.5,0.05
7,0.3265986323710904,0.3462990629263135,0.0399871714401244,0.282842712474619,0.1,0.01,0.3265986323710904,0.2653814192373712,0.0306436067669242,0.282842712474619,0.5,0.05
8,0.3464101615137754,0.4176049664736433,0.0482208679616965,0.3,0.1,0.01,0.3464101615137754,0.3142435666862156,0.0362857215634789,0.3,0.5,0.05
9,0.3651483716701107,0.5053109997506862,0.0583482883461075,0.316227766016838,0.1,0.01,0.3651483716701107,0.37593106596788,0.0434087804266597,0.316227766016838,0.5,0.05
10,0.3829708431025352,0.6067573959715955,0.0700623091793994,0.33166247903554,0.1,0.01,0.3829708431025352,0.4510417231145859,0.0520818120511917,0.33166247903554,0.5,0.05
11,0.4,0.731043046373289,0.0844135799225645,0.3464101615137754,0.1,0.01,0.4,0.5441605953053276,0.0628342532363835,0.3464101615137754,0.5,0.05
12,0.4163331998932266,0.8760793730596967,0.1011609323734989,0.3605551275463989,0.1,0.01,0.4163331998932266,0.6383246024135414,0.0737073762067637,0.3605551275463989,0.5,0.05
13,0.4320493798938574,1.0433229628140352,0.1204725586864802,0.3741657386773941,0.1,0.01,0.4320493798938574,0.7598332138700529,0.0877379821134187,0.3741657386773941,0.5,0.05
14,0.447213595499958,1.261226489529064,0.1456338906477383,0.3872983346207417,0.1,0.01,0.447213595499958,0.914628694796612,0.105612224629876,0.3872983346207417,0.5,0.05
15,0.4618802153517006,1.5250291063963606,0.1760951930199906,0.4,0.1,0.01,0.4618802153517006,1.0758243051888745,0.1242254904403077,0.4,0.5,0.05
16,0.4760952285695233,1.8128188602001616,0.2093262913857188,0.412310562561766,0.1,0.01,0.4760952285695233,1.2989341227039215,0.1499879930805399,0.412310562561766,0.5,0.05
17,0.4898979485566356,2.2234988916324947,0.2567475367253711,0.4242640687119285,0.1,0.01,0.4898979485566356,1.532077448924504,0.1769090655111835,0.4242640687119285,0.5,0.05
18,0.5033222956847168,2.6463552171986544,0.3055747794042027,0.4358898943540674,0.1,0.01,0.5033222956847168,1.8245481102742969,0.2106806685232576,0.4358898943540674,0.5,0.05
19,0.5163977794943223,3.1768352144888583,0.366829333251245,0.447213595499958,0.1,0.01,0.5163977794943223,2.1931676005697187,0.2532451809133785,0.447213595499958,0.5,0.05
20,0.5291502622129182,3.829281211906181,0.442167307699362,0.458257569495584,0.1,0.01,0.5291502622129182,2.578053120828351,0.2976879326590806,0.458257569495584,0.5,0.05
21,0.5416025603090641,4.628402352802381,0.5344418688616704,0.469041575982343,0.1,0.01,0.5416025603090641,3.086605280134497,0.3564104778735544,0.469041575982343,0.5,0.05
22,0.5537749241945383,5.5569003404418975,0.6416555814828105,0.4795831523312719,0.1,0.01,0.5537749241945383,3.6483443508207247,0.4212745186085592,0.4795831523312719,0.5,0.05
23,0.565685424949238,6.609548270644723,0.7632048946557113,0.4898979485566356,0.1,0.01,0.565685424949238,4.390047577192427,0.5069190300894625,0.4898979485566356,0.5,0.05
24,0.5773502691896258,7.992171016674576,0.9228564175773184,0.5,0.1,0.01,0.5773502691896258,5.380617761687264,0.6213002226233247,0.5,0.5,0.05
25,0.5887840577551898,9.525990378997804,1.0999666219224336,0.5099019513592785,0.1,0.01,0.5887840577551898,6.411337935840344,0.7403175366246165,0.5099019513592785,0.5,0.05
26,0.6000000000000001,11.308085358003202,1.305745225092483,0.5196152422706632,0.1,0.01,0.6000000000000001,7.824341259051489,0.9034771064289746,0.5196152422706632,0.5,0.05
27,0.6110100926607788,13.477848030598429,1.556287837712574,0.5291502622129182,0.1,0.01,0.6110100926607788,9.266630038622228,1.070018269455843,0.5291502622129182,0.5,0.05
28,0.621825270205921,16.09612363269613,1.858620262449321,0.5385164807134504,0.1,0.01,0.621825270205921,11.05130725001326,1.276095043138484,0.5385164807134504,0.5,0.05
29,0.6324555320336759,19.08246925031887,2.203453751694872,0.5477225575051662,0.1,0.01,0.6324555320336759,13.185029783627094,1.5224760989700674,0.5477225575051662,0.5,0.05
30,0.6429100507328637,22.70232120816442,2.621438252152616,0.5567764362830022,0.1,0.01,0.6429100507328637,15.785677839503297,1.822773069995588,0.5567764362830022,0.5,0.05
31,0.6531972647421809,27.38325561201868,3.161945999777464,0.5656854249492381,0.1,0.01,0.6531972647421809,18.95639417858312,2.188895856373924,0.5656854249492381,0.5,0.05
32,0.66332495807108,32.767199455562825,3.783630285251872,0.5744562646538028,0.1,0.01,0.66332495807108,22.634846096742795,2.6136468974040405,0.5744562646538028,0.5,0.05
33,0.6733003292241386,39.17570236858629,4.523620461639192,0.5830951894845301,0.1,0.01,0.6733003292241386,26.908122255603736,3.107082325532036,0.5830951894845301,0.5,0.05
34,0.6831300510639733,46.72414575417691,5.39523962576587,0.5916079783099616,0.1,0.01,0.6831300510639733,32.20991433443963,3.7192805423127018,0.5916079783099616,0.5,0.05
35,0.6928203230275509,56.881476454516175,6.568107148583655,0.6000000000000001,0.1,0.01,0.6928203230275509,39.15556528311959,4.521295231296213,0.6000000000000001,0.5,0.05
36,0.7023769168568493,68.16281204224343,7.870763576262223,0.608276253029822,0.1,0.01,0.7023769168568493,47.15103880579859,5.444532989419662,0.608276253029822,0.5,0.05
37,0.7118052168020874,81.95415238578327,9.463250388227918,0.6164414002968976,0.1,0.01,0.7118052168020874,55.58440717192308,6.418334488691111,0.6164414002968976,0.5,0.05
38,0.7211102550927979,98.01455397270118,11.317745824128028,0.6244997998398398,0.1,0.01,0.7211102550927979,67.98644427182121,7.850398380316294,0.6244997998398398,0.5,0.05
39,0.7302967433402215,117.31574848500712,13.54645579360026,0.632455532033676,0.1,0.01,0.7302967433402215,80.86762978428608,9.337789564936914,0.632455532033676,0.5,0.05
40,0.7393691004272945,139.29395052498256,16.08427996641702,0.6403124237432849,0.1,0.01,0.7393691004272945,96.4819498410147,11.14077594252996,0.6403124237432849,0.5,0.05
41,0.7483314773547883,168.2152665851349,19.42382588894646,0.6480740698407861,0.1,0.01,0.7483314773547883,116.18268243202988,13.415620595461052,0.6480740698407861,0.5,0.05
